signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-06-17,2026-06-18,swing,DMAS.JK,PRE_MARKUP,156.0,155.0,158.0,1.28,-0.64,W,L,evaluated
2026-06-17,2026-06-18,swing,MAPI.JK,PRE_MARKUP,1500.0,1510.0,1515.0,1.0,0.67,W,W,evaluated
2026-06-17,2026-06-18,swing,MLBI.JK,PRE_MARKUP,6250.0,6275.0,6300.0,0.8,0.4,W,W,evaluated
2026-06-17,2026-06-18,swing,MARK.JK,PRE_MARKUP,880.0,935.0,960.0,9.09,6.25,W,W,evaluated
2026-06-17,2026-06-18,swing,GHON.JK,PRE_MARKUP,1985.0,1750.0,1910.0,-3.78,-11.84,L,L,evaluated
2026-06-17,2026-06-18,swing,MGLV.JK,PRE_MARKUP,8725.0,8775.0,8775.0,0.57,0.57,W,W,evaluated
2026-06-17,2026-06-18,swing,BSML.JK,PRE_MARKUP,458.0,448.0,454.0,-0.87,-2.18,L,L,evaluated
2026-06-17,2026-06-18,swing,MMIX.JK,PRE_MARKUP,675.0,655.0,655.0,-2.96,-2.96,L,L,evaluated
2026-06-17,2026-06-18,swing,VISI.JK,PRE_MARKUP,1170.0,1135.0,1185.0,1.28,-2.99,W,L,evaluated
2026-06-17,2026-06-18,swing,NEST.JK,PRE_MARKUP,570.0,570.0,575.0,0.88,0.0,W,L,evaluated
