signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-07-10,2026-07-13,swing,ADES.JK,PRE_MARKUP,35450.0,35325.0,35425.0,-0.07,-0.35,L,evaluated
2026-07-10,2026-07-13,swing,BFIN.JK,PRE_MARKUP,800.0,785.0,800.0,0.0,-1.88,L,evaluated
2026-07-10,2026-07-13,swing,BKDP.JK,PRE_MARKUP,103.0,135.0,139.0,34.95,31.07,W,evaluated
2026-07-10,2026-07-13,swing,BSSR.JK,PRE_MARKUP,4160.0,4220.0,4230.0,1.68,1.44,W,evaluated
2026-07-10,2026-07-13,swing,ELSA.JK,PRE_MARKUP,655.0,645.0,670.0,2.29,-1.53,L,evaluated
2026-07-10,2026-07-13,swing,GGRM.JK,PRE_MARKUP,16375.0,16575.0,16700.0,1.98,1.22,W,evaluated
2026-07-10,2026-07-13,swing,MAPI.JK,PRE_MARKUP,1535.0,1525.0,1540.0,0.33,-0.65,L,evaluated
2026-07-10,2026-07-13,swing,MLBI.JK,PRE_MARKUP,6275.0,6300.0,6325.0,0.8,0.4,W,evaluated
2026-07-10,2026-07-13,swing,MPMX.JK,PRE_MARKUP,985.0,990.0,990.0,0.51,0.51,W,evaluated
2026-07-10,2026-07-13,swing,PANS.JK,PRE_MARKUP,1525.0,1545.0,1550.0,1.64,1.31,W,evaluated
2026-07-10,2026-07-13,swing,PKPK.JK,PRE_MARKUP,3180.0,3160.0,3190.0,0.31,-0.63,L,evaluated
2026-07-10,2026-07-13,swing,TUGU.JK,PRE_MARKUP,1245.0,1245.0,1255.0,0.8,0.0,L,evaluated
2026-07-10,2026-07-13,swing,IPCC.JK,PRE_MARKUP,1205.0,1220.0,1225.0,1.66,1.24,W,evaluated
2026-07-10,2026-07-13,swing,HATM.JK,PRE_MARKUP,410.0,408.0,414.0,0.98,-0.49,L,evaluated
2026-07-10,2026-07-13,swing,KKES.JK,BREAKOUT,61.0,67.0,67.0,9.84,9.84,W,evaluated
2026-07-10,2026-07-13,swing,KOKA.JK,PRE_MARKUP,170.0,173.0,192.0,12.94,1.76,W,evaluated
2026-07-10,2026-07-13,swing,DATA.JK,PRE_MARKUP,2310.0,2390.0,2510.0,8.66,3.46,W,evaluated
2026-07-10,2026-07-13,swing,NEST.JK,PRE_MARKUP,640.0,620.0,640.0,0.0,-3.12,L,evaluated
