signal_date,eval_date,strategy,ticker,signal,prev,open,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-09-14,2026-09-15,swing,AALI.JK,PRE_MARKUP,8450.0,8500.0,8475.0,8525.0,0.89,0.3,W,W,evaluated
2026-09-14,2026-09-15,swing,AKRA.JK,PRE_MARKUP,1510.0,1505.0,1490.0,1510.0,0.0,-1.32,L,L,evaluated
2026-09-14,2026-09-15,swing,ARNA.JK,PRE_MARKUP,505.0,510.0,505.0,510.0,0.99,0.0,W,L,evaluated
2026-09-14,2026-09-15,swing,BBNI.JK,PRE_MARKUP,3870.0,3870.0,3750.0,3870.0,0.0,-3.1,L,L,evaluated
2026-09-14,2026-09-15,swing,BBRI.JK,PRE_MARKUP,3400.0,3400.0,3320.0,3400.0,0.0,-2.35,L,L,evaluated
2026-09-14,2026-09-15,swing,BDMN.JK,PRE_MARKUP,4470.0,4400.0,4430.0,4470.0,0.0,-0.89,L,L,evaluated
2026-09-14,2026-09-15,swing,BFIN.JK,PRE_MARKUP,995.0,1005.0,980.0,1010.0,1.51,-1.51,W,L,evaluated
2026-09-14,2026-09-15,swing,BJBR.JK,PRE_MARKUP,795.0,795.0,795.0,795.0,0.0,0.0,L,L,evaluated
2026-09-14,2026-09-15,swing,BJTM.JK,PRE_MARKUP,525.0,525.0,520.0,525.0,0.0,-0.95,L,L,evaluated
2026-09-14,2026-09-15,swing,BKDP.JK,BREAKOUT,191.0,193.0,198.0,210.0,9.95,3.66,W,W,evaluated
2026-09-14,2026-09-15,swing,BMRI.JK,PRE_MARKUP,4372.48,4372.48,4274.0,4382.33,0.23,-2.25,W,L,evaluated
2026-09-14,2026-09-15,swing,BNGA.JK,PRE_MARKUP,1740.0,1745.0,1745.0,1745.0,0.29,0.29,W,W,evaluated
2026-09-14,2026-09-15,swing,CFIN.JK,PRE_MARKUP,368.0,368.0,376.0,376.0,2.17,2.17,W,W,evaluated
2026-09-14,2026-09-15,swing,ERAA.JK,PRE_MARKUP,580.0,580.0,605.0,620.0,6.9,4.31,W,W,evaluated
2026-09-14,2026-09-15,swing,FORU.JK,PRE_MARKUP,4650.0,5175.0,4220.0,5500.0,18.28,-9.25,W,L,evaluated
2026-09-14,2026-09-15,swing,KBLI.JK,PRE_MARKUP,350.0,350.0,390.0,426.0,21.71,11.43,W,W,evaluated
2026-09-14,2026-09-15,swing,KREN.JK,PRE_MARKUP,15.0,15.0,16.0,16.0,6.67,6.67,W,W,evaluated
2026-09-14,2026-09-15,swing,LAPD.JK,PRE_MARKUP,93.0,102.0,84.0,105.0,12.9,-9.68,W,L,evaluated
2026-09-14,2026-09-15,swing,MBTO.JK,PRE_MARKUP,155.0,154.0,151.0,157.0,1.29,-2.58,W,L,evaluated
2026-09-14,2026-09-15,swing,MEDC.JK,PRE_MARKUP,1575.0,1585.0,1565.0,1600.0,1.59,-0.63,W,L,evaluated
2026-09-14,2026-09-15,swing,MITI.JK,PRE_MARKUP,264.0,264.0,256.0,264.0,0.0,-3.03,L,L,evaluated
2026-09-14,2026-09-15,swing,MLBI.JK,PRE_MARKUP,6875.0,6900.0,6800.0,6900.0,0.36,-1.09,W,L,evaluated
2026-09-14,2026-09-15,swing,MPMX.JK,PRE_MARKUP,1025.0,1030.0,1020.0,1035.0,0.98,-0.49,W,L,evaluated
2026-09-14,2026-09-15,swing,MSKY.JK,PRE_MARKUP,73.0,74.0,72.0,76.0,4.11,-1.37,W,L,evaluated
2026-09-14,2026-09-15,swing,PKPK.JK,PRE_MARKUP,4250.0,4250.0,4200.0,4330.0,1.88,-1.18,W,L,evaluated
2026-09-14,2026-09-15,swing,TLKM.JK,BREAKOUT,2690.0,2720.0,2700.0,2720.0,1.12,0.37,W,W,evaluated
2026-09-14,2026-09-15,swing,ULTJ.JK,BREAKOUT,1715.0,1745.0,1800.0,1995.0,16.33,4.96,W,W,evaluated
2026-09-14,2026-09-15,swing,VOKS.JK,PRE_MARKUP,260.0,266.0,324.0,324.0,24.62,24.62,W,W,evaluated
2026-09-14,2026-09-15,swing,WINS.JK,PRE_MARKUP,565.0,575.0,570.0,580.0,2.65,0.88,W,W,evaluated
2026-09-14,2026-09-15,swing,SHIP.JK,PRE_MARKUP,2720.0,2700.0,2750.0,2800.0,2.94,1.1,W,W,evaluated
2026-09-14,2026-09-15,swing,POWR.JK,PRE_MARKUP,1020.0,1020.0,970.0,1025.0,0.49,-4.9,W,L,evaluated
2026-09-14,2026-09-15,swing,MARK.JK,PRE_MARKUP,1110.0,1105.0,1155.0,1160.0,4.5,4.05,W,W,evaluated
2026-09-14,2026-09-15,swing,TUGU.JK,PRE_MARKUP,1425.0,1435.0,1455.0,1475.0,3.51,2.11,W,W,evaluated
2026-09-14,2026-09-15,swing,AGAR.JK,BREAKOUT,2410.0,2990.0,2740.0,3010.0,24.9,13.69,W,W,evaluated
2026-09-14,2026-09-15,swing,SOFA.JK,PRE_MARKUP,370.0,368.0,372.0,392.0,5.95,0.54,W,W,evaluated
2026-09-14,2026-09-15,swing,SGER.JK,PRE_MARKUP,685.0,680.0,685.0,695.0,1.46,0.0,W,L,evaluated
2026-09-14,2026-09-15,swing,ENZO.JK,PRE_MARKUP,75.0,76.0,81.0,85.0,13.33,8.0,W,W,evaluated
2026-09-14,2026-09-15,swing,SNLK.JK,PRE_MARKUP,250.0,250.0,252.0,256.0,2.4,0.8,W,W,evaluated
2026-09-14,2026-09-15,swing,BSML.JK,PRE_MARKUP,550.0,550.0,550.0,555.0,0.91,0.0,W,L,evaluated
2026-09-14,2026-09-15,swing,WIRG.JK,PRE_MARKUP,82.0,83.0,79.0,84.0,2.44,-3.66,W,L,evaluated
2026-09-14,2026-09-15,swing,OLIV.JK,PRE_MARKUP,66.0,66.0,63.0,72.0,9.09,-4.55,W,L,evaluated
2026-09-14,2026-09-15,swing,GULA.JK,PRE_MARKUP,830.0,835.0,830.0,835.0,0.6,0.0,W,L,evaluated
2026-09-14,2026-09-15,swing,CRAB.JK,PRE_MARKUP,216.0,218.0,216.0,218.0,0.93,0.0,W,L,evaluated
2026-09-14,2026-09-15,swing,MUTU.JK,PRE_MARKUP,131.0,132.0,129.0,133.0,1.53,-1.53,W,L,evaluated
2026-09-14,2026-09-15,swing,MSTI.JK,PRE_MARKUP,1355.0,1355.0,1350.0,1370.0,1.11,-0.37,W,L,evaluated
2026-09-14,2026-09-15,swing,DOOH.JK,PRE_MARKUP,364.0,388.0,400.0,400.0,9.89,9.89,W,W,evaluated
2026-09-14,2026-09-15,swing,SMLE.JK,PRE_MARKUP,206.0,208.0,220.0,226.0,9.71,6.8,W,W,evaluated
2026-09-14,2026-09-15,swing,KETR.JK,PRE_MARKUP,905.0,905.0,905.0,920.0,1.66,0.0,W,L,evaluated
