signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-06-05,2026-06-17,scalping,MMIX.JK,SCALPING_HIGH,750.0,675.0,675.0,-10.0,-10.0,L,L,evaluated
2026-06-08,2026-06-17,scalping,MMIX.JK,SCALPING_HIGH,750.0,675.0,675.0,-10.0,-10.0,L,L,evaluated
2026-06-09,2026-06-17,scalping,MMIX.JK,SCALPING_HIGH,750.0,675.0,675.0,-10.0,-10.0,L,L,evaluated
2026-06-15,2026-06-17,scalping,ACES.JK,SCALPING_HIGH,366.0,374.0,378.0,3.28,2.19,W,W,evaluated
2026-06-15,2026-06-17,scalping,AMIN.JK,SCALPING_HIGH,264.0,264.0,270.0,2.27,0.0,W,L,evaluated
2026-06-15,2026-06-17,scalping,AMRT.JK,SCALPING_HIGH,1385.0,1425.0,1455.0,5.05,2.89,W,W,evaluated
2026-06-15,2026-06-17,scalping,ARII.JK,SCALPING_HIGH,288.0,282.0,290.0,0.69,-2.08,W,L,evaluated
2026-06-15,2026-06-17,scalping,ASGR.JK,SCALPING_HIGH,1520.0,1520.0,1540.0,1.32,0.0,W,L,evaluated
2026-06-15,2026-06-17,scalping,BAJA.JK,SCALPING_HIGH,162.0,167.0,175.0,8.02,3.09,W,W,evaluated
2026-06-15,2026-06-17,scalping,BAYU.JK,SCALPING_HIGH,1160.0,1145.0,1180.0,1.72,-1.29,W,L,evaluated
2026-06-15,2026-06-17,scalping,BBCA.JK,SCALPING_HIGH,6275.0,6275.0,6550.0,4.38,0.0,W,L,evaluated
2026-06-15,2026-06-17,scalping,BBNI.JK,SCALPING_HIGH,3800.0,3800.0,3920.0,3.16,0.0,W,L,evaluated
2026-06-15,2026-06-17,scalping,BBRI.JK,SCALPING_HIGH,2990.0,3080.0,3130.0,4.68,3.01,W,W,evaluated
2026-06-15,2026-06-17,scalping,BBTN.JK,SCALPING_HIGH,1290.0,1250.0,1320.0,2.33,-3.1,W,L,evaluated
2026-06-15,2026-06-17,scalping,BEST.JK,SCALPING_HIGH,100.0,103.0,103.0,3.0,3.0,W,W,evaluated
2026-06-15,2026-06-17,scalping,BFIN.JK,SCALPING_HIGH,700.0,715.0,720.0,2.86,2.14,W,W,evaluated
2026-06-15,2026-06-17,scalping,BIRD.JK,SCALPING_HIGH,1610.0,1600.0,1625.0,0.93,-0.62,W,L,evaluated
2026-06-15,2026-06-17,scalping,BMRI.JK,SCALPING_HIGH,4500.0,4490.0,4570.0,1.56,-0.22,W,L,evaluated
2026-06-15,2026-06-17,scalping,BNBR.JK,SCALPING_HIGH,120.0,114.0,125.0,4.17,-5.0,W,L,evaluated
2026-06-15,2026-06-17,scalping,BNLI.JK,SCALPING_HIGH,3210.0,3100.0,3230.0,0.62,-3.43,W,L,evaluated
2026-06-15,2026-06-17,scalping,BPFI.JK,SCALPING_HIGH,268.0,266.0,268.0,0.0,-0.75,L,L,evaluated
2026-06-15,2026-06-17,scalping,BRMS.JK,SCALPING_HIGH,660.0,665.0,725.0,9.85,0.76,W,W,evaluated
2026-06-15,2026-06-17,scalping,BUKK.JK,SCALPING_HIGH,1255.0,1500.0,1565.0,24.7,19.52,W,W,evaluated
