signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-07-17,2026-07-20,scalping,ALKA.JK,SCALPING_HIGH,725.0,695.0,720.0,-0.69,-4.14,L,L,evaluated
2026-07-17,2026-07-20,scalping,APLN.JK,SCALPING_HIGH,136.0,138.0,143.0,5.15,1.47,W,W,evaluated
2026-07-17,2026-07-20,scalping,ARGO.JK,SCALPING_HIGH,1075.0,1095.0,1110.0,3.26,1.86,W,W,evaluated
2026-07-17,2026-07-20,scalping,ASII.JK,SCALPING_HIGH,5100.0,5050.0,5250.0,2.94,-0.98,W,L,evaluated
2026-07-17,2026-07-20,scalping,ASRI.JK,SCALPING_HIGH,123.0,122.0,125.0,1.63,-0.81,W,L,evaluated
2026-07-17,2026-07-20,scalping,ASSA.JK,SCALPING_HIGH,635.0,635.0,650.0,2.36,0.0,W,L,evaluated
2026-07-17,2026-07-20,scalping,BACA.JK,SCALPING_HIGH,121.0,119.0,129.0,6.61,-1.65,W,L,evaluated
2026-07-17,2026-07-20,scalping,BBNI.JK,SCALPING_HIGH,3580.0,3590.0,3650.0,1.96,0.28,W,W,evaluated
2026-07-17,2026-07-20,scalping,BBRI.JK,SCALPING_HIGH,2970.0,3020.0,3080.0,3.7,1.68,W,W,evaluated
2026-07-17,2026-07-20,scalping,BBTN.JK,SCALPING_HIGH,1260.0,1265.0,1285.0,1.98,0.4,W,W,evaluated
2026-07-17,2026-07-20,scalping,BBYB.JK,SCALPING_HIGH,262.0,256.0,266.0,1.53,-2.29,W,L,evaluated
2026-07-17,2026-07-20,scalping,BCIC.JK,SCALPING_HIGH,127.0,125.0,131.0,3.15,-1.57,W,L,evaluated
2026-07-17,2026-07-20,scalping,BGTG.JK,SCALPING_HIGH,113.0,113.0,115.0,1.77,0.0,W,L,evaluated
2026-07-17,2026-07-20,scalping,BIPP.JK,SCALPING_HIGH,68.0,68.0,70.0,2.94,0.0,W,L,evaluated
2026-07-17,2026-07-20,scalping,BKDP.JK,SCALPING_HIGH,151.0,145.0,151.0,0.0,-3.97,L,L,evaluated
2026-07-17,2026-07-20,scalping,BKSL.JK,SCALPING_HIGH,67.0,69.0,69.0,2.99,2.99,W,W,evaluated
2026-07-17,2026-07-20,scalping,BMAS.JK,SCALPING_HIGH,500.0,488.0,505.0,1.0,-2.4,W,L,evaluated
2026-07-17,2026-07-20,scalping,BMRI.JK,SCALPING_HIGH,4480.0,4450.0,4520.0,0.89,-0.67,W,L,evaluated
2026-07-17,2026-07-20,scalping,BMSR.JK,SCALPING_HIGH,316.0,314.0,318.0,0.63,-0.63,W,L,evaluated
2026-07-17,2026-07-20,scalping,BMTR.JK,SCALPING_HIGH,120.0,120.0,121.0,0.83,0.0,W,L,evaluated
