signal_date,eval_date,strategy,ticker,signal,open,close,high,pct_high,pct_close,wl,status
2026-06-05,2026-06-08,scalping,APLI.JK,SCALPING_HIGH,288.0,288.0,288.0,0.0,0.0,L,evaluated
2026-06-05,2026-06-08,scalping,BATA.JK,SCALPING_HIGH,65.0,64.0,65.0,0.0,-1.54,L,evaluated
2026-06-05,2026-06-08,scalping,CTBN.JK,SCALPING_HIGH,6300.0,7450.0,7450.0,18.25,18.25,W,evaluated
2026-06-05,2026-06-08,scalping,FORU.JK,SCALPING_HIGH,1625.0,2020.0,2020.0,24.31,24.31,W,evaluated
2026-06-05,2026-06-08,scalping,OMRE.JK,SCALPING_HIGH,985.0,865.0,985.0,0.0,-12.18,L,evaluated
2026-06-05,2026-06-08,scalping,SMMA.JK,SCALPING_HIGH,20000.0,20975.0,21000.0,5.0,4.88,W,evaluated
2026-06-05,2026-06-08,scalping,NZIA.JK,SCALPING_HIGH,228.0,196.0,234.0,2.63,-14.04,L,evaluated
2026-06-05,2026-06-08,scalping,MGLV.JK,SCALPING_HIGH,8200.0,8050.0,8200.0,0.0,-1.83,L,evaluated
2026-06-05,2026-06-08,scalping,WGSH.JK,SCALPING_HIGH,137.0,127.0,141.0,2.92,-7.3,L,evaluated
2026-06-05,,scalping,MMIX.JK,SCALPING_HIGH,,,,,,,pending
2026-06-05,2026-06-08,scalping,CBPE.JK,SCALPING_HIGH,314.0,280.0,314.0,0.0,-10.83,L,evaluated
2026-06-05,2026-06-08,scalping,NAYZ.JK,SCALPING_HIGH,66.0,60.0,67.0,1.52,-9.09,L,evaluated
2026-06-05,2026-06-08,scalping,MUTU.JK,SCALPING_HIGH,116.0,107.0,117.0,0.86,-7.76,L,evaluated
2026-06-05,2026-06-08,scalping,RGAS.JK,SCALPING_HIGH,93.0,101.0,114.0,22.58,8.6,W,evaluated
2026-06-05,2026-06-08,scalping,VISI.JK,SCALPING_HIGH,1060.0,1000.0,1065.0,0.47,-5.66,L,evaluated
2026-06-05,2026-06-08,scalping,DAAZ.JK,SCALPING_HIGH,1825.0,1600.0,1845.0,1.1,-12.33,L,evaluated
