signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-07-03,2026-07-06,swing,CFIN.JK,PRE_MARKUP,322.0,324.0,326.0,1.24,0.62,W,evaluated
2026-07-03,2026-07-06,swing,DMAS.JK,PRE_MARKUP,138.0,138.0,139.0,0.72,0.0,L,evaluated
2026-07-03,2026-07-06,swing,FORU.JK,PRE_MARKUP,3400.0,2890.0,3640.0,7.06,-15.0,L,evaluated
2026-07-03,2026-07-06,swing,JTPE.JK,PRE_MARKUP,610.0,605.0,615.0,0.82,-0.82,L,evaluated
2026-07-03,2026-07-06,swing,MAPI.JK,PRE_MARKUP,1515.0,1515.0,1525.0,0.66,0.0,L,evaluated
2026-07-03,2026-07-06,swing,MPMX.JK,PRE_MARKUP,960.0,975.0,975.0,1.56,1.56,W,evaluated
2026-07-03,2026-07-06,swing,MGLV.JK,PRE_MARKUP,8600.0,8625.0,8700.0,1.16,0.29,W,evaluated
2026-07-03,2026-07-06,swing,HATM.JK,PRE_MARKUP,404.0,450.0,454.0,12.38,11.39,W,evaluated
2026-07-03,2026-07-06,swing,MKAP.JK,PRE_MARKUP,1210.0,1200.0,1215.0,0.41,-0.83,L,evaluated
2026-07-03,2026-07-06,swing,NEST.JK,PRE_MARKUP,585.0,595.0,595.0,1.71,1.71,W,evaluated
