signal_date,eval_date,strategy,ticker,signal,prev,open,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-09-01,2026-09-15,scalping,SAFE.JK,SCALPING_HIGH,875.0,960.0,960.0,960.0,9.71,9.71,W,W,evaluated
2026-09-02,2026-09-15,scalping,SAFE.JK,SCALPING_HIGH,875.0,960.0,960.0,960.0,9.71,9.71,W,W,evaluated
2026-09-03,2026-09-15,scalping,SAFE.JK,SCALPING_HIGH,875.0,960.0,960.0,960.0,9.71,9.71,W,W,evaluated
2026-09-14,2026-09-15,scalping,AKRA.JK,SCALPING_HIGH,1510.0,1505.0,1490.0,1510.0,0.0,-1.32,L,L,evaluated
2026-09-14,2026-09-15,scalping,ALKA.JK,SCALPING_HIGH,6225.0,7175.0,7400.0,7450.0,19.68,18.88,W,W,evaluated
2026-09-14,2026-09-15,scalping,BKDP.JK,SCALPING_HIGH,191.0,193.0,198.0,210.0,9.95,3.66,W,W,evaluated
2026-09-14,2026-09-15,scalping,BMSR.JK,SCALPING_HIGH,400.0,400.0,362.0,404.0,1.0,-9.5,W,L,evaluated
2026-09-14,2026-09-15,scalping,FISH.JK,SCALPING_HIGH,720.0,760.0,720.0,820.0,13.89,0.0,W,L,evaluated
2026-09-14,2026-09-15,scalping,FORU.JK,SCALPING_HIGH,4650.0,5175.0,4220.0,5500.0,18.28,-9.25,W,L,evaluated
2026-09-14,2026-09-15,scalping,IMPC.JK,SCALPING_HIGH,1725.0,1725.0,1625.0,1745.0,1.16,-5.8,W,L,evaluated
2026-09-14,2026-09-15,scalping,INTD.JK,SCALPING_HIGH,292.0,290.0,320.0,320.0,9.59,9.59,W,W,evaluated
2026-09-14,2026-09-15,scalping,JSPT.JK,SCALPING_HIGH,1485.0,1485.0,1470.0,1500.0,1.01,-1.01,W,L,evaluated
2026-09-14,2026-09-15,scalping,KBLI.JK,SCALPING_HIGH,350.0,350.0,390.0,426.0,21.71,11.43,W,W,evaluated
2026-09-14,2026-09-15,scalping,KPIG.JK,SCALPING_HIGH,81.0,81.0,76.0,83.0,2.47,-6.17,W,L,evaluated
2026-09-14,2026-09-15,scalping,LAPD.JK,SCALPING_HIGH,93.0,102.0,84.0,105.0,12.9,-9.68,W,L,evaluated
2026-09-14,2026-09-15,scalping,MBTO.JK,SCALPING_HIGH,155.0,154.0,151.0,157.0,1.29,-2.58,W,L,evaluated
