signal_date,eval_date,strategy,ticker,signal,open,close,high,pct_high,pct_close,wl,status
2026-05-20,2026-05-21,swing,AKRA.JK,PRE_MARKUP,1390.0,1340.0,1405.0,1.08,-3.6,L,evaluated
2026-05-20,2026-05-21,swing,AUTO.JK,PRE_MARKUP,2580.0,2540.0,2620.0,1.55,-1.55,L,evaluated
2026-05-20,2026-05-21,swing,BDMN.JK,PRE_MARKUP,4760.0,4620.0,4860.0,2.1,-2.94,L,evaluated
2026-05-20,2026-05-21,swing,BRAM.JK,BREAKOUT,4740.0,4770.0,4790.0,1.05,0.63,W,evaluated
2026-05-20,2026-05-21,swing,BTPN.JK,PRE_MARKUP,2160.0,2370.0,2370.0,9.72,9.72,W,evaluated
2026-05-20,2026-05-21,swing,CFIN.JK,PRE_MARKUP,344.0,332.0,344.0,0.0,-3.49,L,evaluated
2026-05-20,2026-05-21,swing,CINT.JK,PRE_MARKUP,188.0,176.0,195.0,3.72,-6.38,L,evaluated
2026-05-20,2026-05-21,swing,DMAS.JK,PRE_MARKUP,153.0,150.0,155.0,1.31,-1.96,L,evaluated
2026-05-20,2026-05-21,swing,DYAN.JK,PRE_MARKUP,85.0,77.0,85.0,0.0,-9.41,L,evaluated
2026-05-20,2026-05-21,swing,EPMT.JK,PRE_MARKUP,2230.0,2260.0,2260.0,1.35,1.35,W,evaluated
2026-05-20,2026-05-21,swing,GGRM.JK,PRE_MARKUP,16350.0,16200.0,16650.0,1.83,-0.92,L,evaluated
2026-05-20,2026-05-21,swing,GSMF.JK,PRE_MARKUP,113.0,97.0,115.0,1.77,-14.16,L,evaluated
2026-05-20,2026-05-21,swing,ISAT.JK,PRE_MARKUP,2150.0,2080.0,2180.0,1.4,-3.26,L,evaluated
2026-05-20,2026-05-21,swing,KONI.JK,PRE_MARKUP,2840.0,2680.0,2960.0,4.23,-5.63,L,evaluated
2026-05-20,2026-05-21,swing,MAPI.JK,PRE_MARKUP,1480.0,1485.0,1495.0,1.01,0.34,W,evaluated
2026-05-20,2026-05-21,swing,PGLI.JK,PRE_MARKUP,208.0,208.0,228.0,9.62,0.0,L,evaluated
2026-05-20,2026-05-21,swing,RELI.JK,PRE_MARKUP,510.0,486.0,510.0,0.0,-4.71,L,evaluated
2026-05-20,2026-05-21,swing,JGLE.JK,PRE_MARKUP,71.0,71.0,71.0,0.0,0.0,L,evaluated
2026-05-20,2026-05-21,swing,POWR.JK,PRE_MARKUP,725.0,715.0,730.0,0.69,-1.38,L,evaluated
2026-05-20,2026-05-21,swing,PRDA.JK,PRE_MARKUP,2630.0,2550.0,2640.0,0.38,-3.04,L,evaluated
2026-05-20,2026-05-21,swing,MORA.JK,PRE_MARKUP,8475.0,6500.0,8475.0,0.0,-23.3,L,evaluated
2026-05-20,2026-05-21,swing,PBID.JK,PRE_MARKUP,500.0,478.0,500.0,0.0,-4.4,L,evaluated
2026-05-20,2026-05-21,swing,DFAM.JK,PRE_MARKUP,104.0,109.0,111.0,6.73,4.81,W,evaluated
2026-05-20,2026-05-21,swing,PRIM.JK,PRE_MARKUP,89.0,87.0,96.0,7.87,-2.25,L,evaluated
2026-05-20,2026-05-21,swing,BPTR.JK,PRE_MARKUP,79.0,71.0,80.0,1.27,-10.13,L,evaluated
2026-05-20,2026-05-21,swing,LUCK.JK,PRE_MARKUP,111.0,108.0,113.0,1.8,-2.7,L,evaluated
2026-05-20,2026-05-21,swing,SFAN.JK,PRE_MARKUP,1955.0,1955.0,1955.0,0.0,0.0,L,evaluated
