signal_date,eval_date,strategy,ticker,signal,open,close,high,pct_high,pct_close,wl,status
2026-05-10,2026-05-11,swing,AKRA.JK,PRE_MARKUP,1500.0,1475.0,1500.0,0.0,-1.67,L,evaluated
2026-05-10,2026-05-11,swing,AMAG.JK,PRE_MARKUP,408.0,408.0,412.0,0.98,0.0,L,evaluated
2026-05-10,2026-05-11,swing,AUTO.JK,PRE_MARKUP,2640.0,2590.0,2650.0,0.38,-1.89,L,evaluated
2026-05-10,2026-05-11,swing,BCIP.JK,PRE_MARKUP,77.0,76.0,79.0,2.6,-1.3,L,evaluated
2026-05-10,2026-05-11,swing,BDMN.JK,PRE_MARKUP,4660.0,4700.0,4830.0,3.65,0.86,W,evaluated
2026-05-10,2026-05-11,swing,BJBR.JK,PRE_MARKUP,805.0,800.0,810.0,0.62,-0.62,L,evaluated
2026-05-10,2026-05-11,swing,BJTM.JK,PRE_MARKUP,605.0,595.0,605.0,0.0,-1.65,L,evaluated
2026-05-10,2026-05-11,swing,BNGA.JK,PRE_MARKUP,1695.0,1660.0,1700.0,0.29,-2.06,L,evaluated
2026-05-10,2026-05-11,swing,BRAM.JK,PRE_MARKUP,4670.0,4660.0,4670.0,0.0,-0.21,L,evaluated
2026-05-10,2026-05-11,swing,CFIN.JK,PRE_MARKUP,350.0,350.0,354.0,1.14,0.0,L,evaluated
2026-05-10,2026-05-11,swing,CLPI.JK,PRE_MARKUP,1615.0,1615.0,1615.0,0.0,0.0,L,evaluated
2026-05-10,2026-05-11,swing,DEFI.JK,PRE_MARKUP,181.0,177.0,210.0,16.02,-2.21,L,evaluated
2026-05-10,2026-05-11,swing,DGIK.JK,PRE_MARKUP,138.0,139.0,142.0,2.9,0.72,W,evaluated
2026-05-10,2026-05-11,swing,DSFI.JK,PRE_MARKUP,99.0,99.0,101.0,2.02,0.0,L,evaluated
2026-05-10,2026-05-11,swing,EPMT.JK,PRE_MARKUP,2370.0,2390.0,2400.0,1.27,0.84,W,evaluated
2026-05-10,2026-05-11,swing,ERAA.JK,PRE_MARKUP,408.0,398.0,410.0,0.49,-2.45,L,evaluated
2026-05-10,2026-05-11,swing,GGRM.JK,PRE_MARKUP,16725.0,16575.0,16975.0,1.49,-0.9,L,evaluated
2026-05-10,2026-05-11,swing,GJTL.JK,PRE_MARKUP,1190.0,1240.0,1245.0,4.62,4.2,W,evaluated
2026-05-10,2026-05-11,swing,GSMF.JK,PRE_MARKUP,144.0,140.0,147.0,2.08,-2.78,L,evaluated
