signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-08-05,2026-08-06,swing,AKRA.JK,PRE_MARKUP,1445.0,1430.0,1450.0,0.35,-1.04,L,evaluated
2026-08-05,2026-08-06,swing,AMRT.JK,PRE_MARKUP,1425.0,1400.0,1430.0,0.35,-1.75,L,evaluated
2026-08-05,2026-08-06,swing,ASRI.JK,PRE_MARKUP,123.0,124.0,126.0,2.44,0.81,W,evaluated
2026-08-05,2026-08-06,swing,ASSA.JK,PRE_MARKUP,645.0,635.0,670.0,3.88,-1.55,L,evaluated
2026-08-05,2026-08-06,swing,BFIN.JK,PRE_MARKUP,935.0,915.0,940.0,0.53,-2.14,L,evaluated
2026-08-05,2026-08-06,swing,BJBR.JK,PRE_MARKUP,790.0,785.0,790.0,0.0,-0.63,L,evaluated
2026-08-05,2026-08-06,swing,BJTM.JK,PRE_MARKUP,520.0,520.0,520.0,0.0,0.0,L,evaluated
2026-08-05,2026-08-06,swing,BNGA.JK,PRE_MARKUP,1650.0,1655.0,1655.0,0.3,0.3,W,evaluated
2026-08-05,2026-08-06,swing,BULL.JK,PRE_MARKUP,466.0,450.0,472.0,1.29,-3.43,L,evaluated
2026-08-05,2026-08-06,swing,BUMI.JK,PRE_MARKUP,179.0,179.0,183.0,2.23,0.0,L,evaluated
2026-08-05,2026-08-06,swing,CASS.JK,PRE_MARKUP,1900.0,1900.0,1980.0,4.21,0.0,L,evaluated
2026-08-05,2026-08-06,swing,CENT.JK,PRE_MARKUP,81.0,81.0,82.0,1.23,0.0,L,evaluated
2026-08-05,2026-08-06,swing,CTRA.JK,PRE_MARKUP,615.0,605.0,625.0,1.63,-1.63,L,evaluated
2026-08-05,2026-08-06,swing,DMAS.JK,PRE_MARKUP,148.0,147.0,149.0,0.68,-0.68,L,evaluated
2026-08-05,2026-08-06,swing,DYAN.JK,PRE_MARKUP,86.0,85.0,87.0,1.16,-1.16,L,evaluated
2026-08-05,2026-08-06,swing,ELTY.JK,PRE_MARKUP,36.0,39.0,39.0,8.33,8.33,W,evaluated
2026-08-05,2026-08-06,swing,EMDE.JK,PRE_MARKUP,83.0,81.0,83.0,0.0,-2.41,L,evaluated
2026-08-05,2026-08-06,swing,GDST.JK,PRE_MARKUP,115.0,116.0,117.0,1.74,0.87,W,evaluated
2026-08-05,2026-08-06,swing,ICON.JK,PRE_MARKUP,122.0,114.0,123.0,0.82,-6.56,L,evaluated
2026-08-05,2026-08-06,swing,IKBI.JK,BREAKOUT,595.0,610.0,615.0,3.36,2.52,W,evaluated
2026-08-05,2026-08-06,swing,MAPI.JK,PRE_MARKUP,1670.0,1690.0,1690.0,1.2,1.2,W,evaluated
2026-08-05,2026-08-06,swing,MBTO.JK,PRE_MARKUP,133.0,132.0,136.0,2.26,-0.75,L,evaluated
2026-08-05,2026-08-06,swing,MIRA.JK,PRE_MARKUP,25.0,27.0,27.0,8.0,8.0,W,evaluated
2026-08-05,2026-08-06,swing,MPMX.JK,PRE_MARKUP,1005.0,1005.0,1010.0,0.5,0.0,L,evaluated
2026-08-05,2026-08-06,swing,NISP.JK,PRE_MARKUP,1280.0,1275.0,1290.0,0.78,-0.39,L,evaluated
2026-08-05,2026-08-06,swing,PSKT.JK,PRE_MARKUP,230.0,236.0,238.0,3.48,2.61,W,evaluated
2026-08-05,2026-08-06,swing,SMSM.JK,PRE_MARKUP,1795.0,1780.0,1800.0,0.28,-0.84,L,evaluated
2026-08-05,2026-08-06,swing,SOCI.JK,PRE_MARKUP,505.0,505.0,515.0,1.98,0.0,L,evaluated
2026-08-05,2026-08-06,swing,TINS.JK,PRE_MARKUP,3880.0,3800.0,3950.0,1.8,-2.06,L,evaluated
2026-08-05,2026-08-06,swing,TOBA.JK,PRE_MARKUP,535.0,510.0,550.0,2.8,-4.67,L,evaluated
2026-08-05,2026-08-06,swing,ULTJ.JK,PRE_MARKUP,1490.0,1495.0,1500.0,0.67,0.34,W,evaluated
2026-08-05,2026-08-06,swing,POWR.JK,PRE_MARKUP,725.0,730.0,735.0,1.38,0.69,W,evaluated
2026-08-05,2026-08-06,swing,MARK.JK,PRE_MARKUP,1095.0,1100.0,1125.0,2.74,0.46,W,evaluated
2026-08-05,2026-08-06,swing,ZONE.JK,PRE_MARKUP,750.0,730.0,740.0,-1.33,-2.67,L,evaluated
2026-08-05,2026-08-06,swing,KEEN.JK,PRE_MARKUP,910.0,895.0,910.0,0.0,-1.65,L,evaluated
2026-08-05,2026-08-06,swing,OPMS.JK,PRE_MARKUP,122.0,129.0,134.0,9.84,5.74,W,evaluated
2026-08-05,2026-08-06,swing,SLIS.JK,PRE_MARKUP,79.0,74.0,79.0,0.0,-6.33,L,evaluated
2026-08-05,2026-08-06,swing,UCID.JK,PRE_MARKUP,440.0,436.0,442.0,0.45,-0.91,L,evaluated
2026-08-05,2026-08-06,swing,TAMA.JK,PRE_MARKUP,242.0,240.0,246.0,1.65,-0.83,L,evaluated
2026-08-05,2026-08-06,swing,IKAN.JK,PRE_MARKUP,87.0,87.0,88.0,1.15,0.0,L,evaluated
2026-08-05,2026-08-06,swing,KBAG.JK,PRE_MARKUP,49.0,50.0,51.0,4.08,2.04,W,evaluated
2026-08-05,2026-08-06,swing,UANG.JK,PRE_MARKUP,2520.0,2500.0,2560.0,1.59,-0.79,L,evaluated
2026-08-05,2026-08-06,swing,ENZO.JK,PRE_MARKUP,79.0,81.0,84.0,6.33,2.53,W,evaluated
2026-08-05,2026-08-06,swing,UNIQ.JK,PRE_MARKUP,114.0,114.0,114.0,0.0,0.0,L,evaluated
2026-08-05,2026-08-06,swing,GTSI.JK,PRE_MARKUP,172.0,195.0,199.0,15.7,13.37,W,evaluated
2026-08-05,2026-08-06,swing,BINO.JK,PRE_MARKUP,114.0,112.0,119.0,4.39,-1.75,L,evaluated
2026-08-05,2026-08-06,swing,WGSH.JK,PRE_MARKUP,167.0,173.0,179.0,7.19,3.59,W,evaluated
2026-08-05,2026-08-06,swing,ASHA.JK,PRE_MARKUP,61.0,60.0,62.0,1.64,-1.64,L,evaluated
2026-08-05,2026-08-06,swing,HATM.JK,PRE_MARKUP,535.0,540.0,570.0,6.54,0.93,W,evaluated
2026-08-05,2026-08-06,swing,BDKR.JK,PRE_MARKUP,167.0,162.0,168.0,0.6,-2.99,L,evaluated
2026-08-05,2026-08-06,swing,HAJJ.JK,PRE_MARKUP,108.0,109.0,110.0,1.85,0.93,W,evaluated
2026-08-05,2026-08-06,swing,VKTR.JK,PRE_MARKUP,890.0,860.0,920.0,3.37,-3.37,L,evaluated
2026-08-05,2026-08-06,swing,HUMI.JK,PRE_MARKUP,149.0,155.0,161.0,8.05,4.03,W,evaluated
2026-08-05,2026-08-06,swing,BAIK.JK,PRE_MARKUP,760.0,765.0,765.0,0.66,0.66,W,evaluated
