signal_date,eval_date,strategy,ticker,signal,open,close,high,pct_high,pct_close,wl,status
2026-05-26,2026-05-29,scalping,APLI.JK,SCALPING_HIGH,262.0,262.0,262.0,0.0,0.0,L,evaluated
2026-05-26,2026-05-29,scalping,BBTN.JK,SCALPING_HIGH,1335.0,1270.0,1345.0,0.75,-4.87,L,evaluated
2026-05-26,,scalping,BKDP.JK,SCALPING_HIGH,,,,,,,pending
2026-05-26,2026-05-29,scalping,BMSR.JK,SCALPING_HIGH,302.0,296.0,302.0,0.0,-1.99,L,evaluated
2026-05-26,2026-05-29,scalping,BTPN.JK,SCALPING_HIGH,2350.0,2340.0,2360.0,0.43,-0.43,L,evaluated
2026-05-26,2026-05-29,scalping,CTBN.JK,SCALPING_HIGH,5825.0,5850.0,5850.0,0.43,0.43,W,evaluated
2026-05-26,2026-05-29,scalping,DUTI.JK,SCALPING_HIGH,4100.0,4100.0,4100.0,0.0,0.0,L,evaluated
2026-05-26,2026-05-29,scalping,FORU.JK,SCALPING_HIGH,1485.0,1500.0,1505.0,1.35,1.01,W,evaluated
2026-05-26,2026-05-29,scalping,MBSS.JK,SCALPING_HIGH,2490.0,2460.0,2500.0,0.4,-1.2,L,evaluated
2026-05-26,2026-05-29,scalping,MPMX.JK,SCALPING_HIGH,1100.0,1135.0,1145.0,4.09,3.18,W,evaluated
2026-05-26,2026-05-29,scalping,TALF.JK,SCALPING_HIGH,760.0,710.0,770.0,1.32,-6.58,L,evaluated
2026-05-26,2026-05-29,scalping,UNIC.JK,SCALPING_HIGH,13525.0,13550.0,14100.0,4.25,0.18,W,evaluated
2026-05-26,2026-05-29,scalping,BRIS.JK,SCALPING_HIGH,1930.0,1980.0,1980.0,2.59,2.59,W,evaluated
2026-05-26,2026-05-29,scalping,CARS.JK,SCALPING_HIGH,91.0,92.0,96.0,5.49,1.1,W,evaluated
2026-05-26,2026-05-29,scalping,JMAS.JK,SCALPING_HIGH,268.0,282.0,282.0,5.22,5.22,W,evaluated
2026-05-26,2026-05-29,scalping,LCKM.JK,SCALPING_HIGH,107.0,106.0,112.0,4.67,-0.93,L,evaluated
2026-05-26,2026-05-29,scalping,FILM.JK,SCALPING_HIGH,2560.0,2150.0,2580.0,0.78,-16.02,L,evaluated
2026-05-26,2026-05-29,scalping,GGRP.JK,SCALPING_HIGH,294.0,292.0,300.0,2.04,-0.68,L,evaluated
2026-05-26,2026-05-29,scalping,GULA.JK,SCALPING_HIGH,500.0,545.0,550.0,10.0,9.0,W,evaluated
2026-05-26,2026-05-29,scalping,LAJU.JK,SCALPING_HIGH,68.0,69.0,70.0,2.94,1.47,W,evaluated
2026-05-26,2026-05-29,scalping,HBAT.JK,SCALPING_HIGH,515.0,500.0,515.0,0.0,-2.91,L,evaluated
2026-05-26,2026-05-29,scalping,GRIA.JK,SCALPING_HIGH,142.0,138.0,148.0,4.23,-2.82,L,evaluated
