signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-05-26,2026-05-29,swing,BBTN.JK,PRE_MARKUP,1340.0,1270.0,1345.0,0.37,-5.22,W,L,evaluated
2026-05-26,2026-05-29,swing,BTPN.JK,PRE_MARKUP,2350.0,2340.0,2360.0,0.43,-0.43,W,L,evaluated
2026-05-26,2026-05-29,swing,DMAS.JK,PRE_MARKUP,157.0,156.0,159.0,1.27,-0.64,W,L,evaluated
2026-05-26,2026-05-29,swing,MAPI.JK,PRE_MARKUP,1500.0,1495.0,1505.0,0.33,-0.33,W,L,evaluated
2026-05-26,2026-05-29,swing,MBSS.JK,PRE_MARKUP,2450.0,2460.0,2500.0,2.04,0.41,W,W,evaluated
2026-05-26,2026-05-29,swing,MPMX.JK,BREAKOUT,1090.0,1135.0,1145.0,5.05,4.13,W,W,evaluated
2026-05-26,2026-05-29,swing,RBMS.JK,PRE_MARKUP,70.0,64.0,85.0,21.43,-8.57,W,L,evaluated
2026-05-26,2026-05-29,swing,TALF.JK,BREAKOUT,830.0,710.0,770.0,-7.23,-14.46,L,L,evaluated
2026-05-26,2026-05-29,swing,UNIC.JK,PRE_MARKUP,15350.0,13550.0,14100.0,-8.14,-11.73,L,L,evaluated
2026-05-26,2026-05-29,swing,CASA.JK,PRE_MARKUP,1350.0,1350.0,1355.0,0.37,0.0,W,L,evaluated
2026-05-26,2026-05-29,swing,JMAS.JK,PRE_MARKUP,266.0,282.0,282.0,6.02,6.02,W,W,evaluated
2026-05-26,2026-05-29,swing,LCKM.JK,PRE_MARKUP,110.0,106.0,112.0,1.82,-3.64,W,L,evaluated
2026-05-26,2026-05-29,swing,GGRP.JK,PRE_MARKUP,294.0,292.0,300.0,2.04,-0.68,W,L,evaluated
2026-05-26,2026-05-29,swing,EPAC.JK,PRE_MARKUP,76.0,71.0,82.0,7.89,-6.58,W,L,evaluated
2026-05-26,2026-05-29,swing,GULA.JK,PRE_MARKUP,500.0,545.0,550.0,10.0,9.0,W,W,evaluated
2026-05-26,2026-05-29,swing,HBAT.JK,PRE_MARKUP,505.0,500.0,515.0,1.98,-0.99,W,L,evaluated
2026-05-27,2026-05-29,swing,CPIN.JK,PRE_MARKUP,4480.0,4270.0,4440.0,-0.89,-4.69,L,L,evaluated
2026-05-27,2026-05-29,swing,DMAS.JK,PRE_MARKUP,157.0,156.0,159.0,1.27,-0.64,W,L,evaluated
2026-05-27,2026-05-29,swing,MAPI.JK,PRE_MARKUP,1500.0,1495.0,1505.0,0.33,-0.33,W,L,evaluated
2026-05-27,2026-05-29,swing,MPMX.JK,BREAKOUT,1090.0,1135.0,1145.0,5.05,4.13,W,W,evaluated
2026-05-27,2026-05-29,swing,UNIC.JK,PRE_MARKUP,15350.0,13550.0,14100.0,-8.14,-11.73,L,L,evaluated
2026-05-27,2026-05-29,swing,DFAM.JK,PRE_MARKUP,118.0,107.0,119.0,0.85,-9.32,W,L,evaluated
2026-05-27,2026-05-29,swing,PPGL.JK,PRE_MARKUP,234.0,250.0,256.0,9.4,6.84,W,W,evaluated
2026-05-27,2026-05-29,swing,WMPP.JK,PRE_MARKUP,36.0,36.0,36.0,0.0,0.0,L,L,evaluated
2026-05-27,2026-05-29,swing,MMIX.JK,PRE_MARKUP,386.0,422.0,430.0,11.4,9.33,W,W,evaluated
2026-05-27,2026-05-29,swing,HBAT.JK,PRE_MARKUP,505.0,500.0,515.0,1.98,-0.99,W,L,evaluated
2026-05-27,2026-05-29,swing,RGAS.JK,PRE_MARKUP,100.0,103.0,105.0,5.0,3.0,W,W,evaluated
