signal_date,eval_date,strategy,ticker,signal,prev,open,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-09-07,2026-09-08,swing,AKRA.JK,BREAKOUT,1450.0,1455.0,1525.0,1545.0,6.55,5.17,W,W,evaluated
2026-09-07,2026-09-08,swing,AKSI.JK,PRE_MARKUP,292.0,294.0,278.0,296.0,1.37,-4.79,W,L,evaluated
2026-09-07,2026-09-08,swing,ASGR.JK,PRE_MARKUP,2170.0,2170.0,2160.0,2170.0,0.0,-0.46,L,L,evaluated
2026-09-07,2026-09-08,swing,ASSA.JK,PRE_MARKUP,655.0,655.0,650.0,665.0,1.53,-0.76,W,L,evaluated
2026-09-07,2026-09-08,swing,BBNI.JK,PRE_MARKUP,3910.0,3890.0,3870.0,3910.0,0.0,-1.02,L,L,evaluated
2026-09-07,2026-09-08,swing,BBRI.JK,PRE_MARKUP,3370.0,3380.0,3410.0,3420.0,1.48,1.19,W,W,evaluated
2026-09-07,2026-09-08,swing,BDMN.JK,PRE_MARKUP,4400.0,4400.0,4410.0,4430.0,0.68,0.23,W,W,evaluated
2026-09-07,2026-09-08,swing,BEST.JK,PRE_MARKUP,137.0,138.0,135.0,140.0,2.19,-1.46,W,L,evaluated
2026-09-07,2026-09-08,swing,BFIN.JK,BREAKOUT,1015.0,1025.0,1020.0,1040.0,2.46,0.49,W,W,evaluated
2026-09-07,2026-09-08,swing,BJBR.JK,PRE_MARKUP,805.0,810.0,800.0,810.0,0.62,-0.62,W,L,evaluated
2026-09-07,2026-09-08,swing,BJTM.JK,PRE_MARKUP,530.0,530.0,530.0,535.0,0.94,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,BKDP.JK,PRE_MARKUP,167.0,170.0,200.0,224.0,34.13,19.76,W,W,evaluated
2026-09-07,2026-09-08,swing,BMRI.JK,PRE_MARKUP,4390.0,4400.0,4430.0,4430.0,0.91,0.91,W,W,evaluated
2026-09-07,2026-09-08,swing,BNGA.JK,PRE_MARKUP,1725.0,1725.0,1725.0,1745.0,1.16,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,BSSR.JK,PRE_MARKUP,4880.0,4880.0,4900.0,4900.0,0.41,0.41,W,W,evaluated
2026-09-07,2026-09-08,swing,CFIN.JK,PRE_MARKUP,374.0,370.0,374.0,376.0,0.53,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,DOID.JK,PRE_MARKUP,258.0,260.0,262.0,272.0,5.43,1.55,W,W,evaluated
2026-09-07,2026-09-08,swing,EKAD.JK,BREAKOUT,450.0,458.0,442.0,464.0,3.11,-1.78,W,L,evaluated
2026-09-07,2026-09-08,swing,ICON.JK,PRE_MARKUP,151.0,155.0,146.0,157.0,3.97,-3.31,W,L,evaluated
2026-09-07,2026-09-08,swing,INDF.JK,PRE_MARKUP,7350.0,7350.0,7500.0,7600.0,3.4,2.04,W,W,evaluated
2026-09-07,2026-09-08,swing,INPC.JK,PRE_MARKUP,170.0,170.0,172.0,176.0,3.53,1.18,W,W,evaluated
2026-09-07,2026-09-08,swing,ISSP.JK,PRE_MARKUP,454.0,454.0,454.0,458.0,0.88,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,LION.JK,PRE_MARKUP,382.0,382.0,382.0,394.0,3.14,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,LPPF.JK,BREAKOUT,1655.0,1655.0,1660.0,1665.0,0.6,0.3,W,W,evaluated
2026-09-07,2026-09-08,swing,MDIA.JK,PRE_MARKUP,250.0,246.0,236.0,258.0,3.2,-5.6,W,L,evaluated
2026-09-07,2026-09-08,swing,NIKL.JK,PRE_MARKUP,226.0,230.0,224.0,230.0,1.77,-0.88,W,L,evaluated
2026-09-07,2026-09-08,swing,PANS.JK,BREAKOUT,1640.0,1675.0,1655.0,1675.0,2.13,0.91,W,W,evaluated
2026-09-07,2026-09-08,swing,PSDN.JK,PRE_MARKUP,144.0,144.0,139.0,145.0,0.69,-3.47,W,L,evaluated
2026-09-07,2026-09-08,swing,PTSP.JK,PRE_MARKUP,1270.0,1270.0,1265.0,1290.0,1.57,-0.39,W,L,evaluated
2026-09-07,2026-09-08,swing,PYFA.JK,PRE_MARKUP,280.0,282.0,274.0,284.0,1.43,-2.14,W,L,evaluated
2026-09-07,2026-09-08,swing,SMDR.JK,PRE_MARKUP,362.0,362.0,362.0,364.0,0.55,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,TBIG.JK,PRE_MARKUP,1500.0,1575.0,1530.0,1575.0,5.0,2.0,W,W,evaluated
2026-09-07,2026-09-08,swing,TINS.JK,PRE_MARKUP,4480.0,4490.0,4400.0,4530.0,1.12,-1.79,W,L,evaluated
2026-09-07,2026-09-08,swing,TOTL.JK,PRE_MARKUP,1525.0,1525.0,1495.0,1535.0,0.66,-1.97,W,L,evaluated
2026-09-07,2026-09-08,swing,SHIP.JK,PRE_MARKUP,2690.0,2640.0,2570.0,2670.0,-0.74,-4.46,L,L,evaluated
2026-09-07,2026-09-08,swing,POWR.JK,PRE_MARKUP,920.0,940.0,930.0,940.0,2.17,1.09,W,W,evaluated
2026-09-07,2026-09-08,swing,SPTO.JK,PRE_MARKUP,615.0,615.0,615.0,620.0,0.81,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,PRIM.JK,PRE_MARKUP,123.0,123.0,122.0,123.0,0.0,-0.81,L,L,evaluated
2026-09-07,2026-09-08,swing,PZZA.JK,PRE_MARKUP,199.0,204.0,200.0,212.0,6.53,0.5,W,W,evaluated
2026-09-07,2026-09-08,swing,TNCA.JK,PRE_MARKUP,184.0,184.0,179.0,185.0,0.54,-2.72,W,L,evaluated
2026-09-07,2026-09-08,swing,FITT.JK,PRE_MARKUP,440.0,440.0,476.0,530.0,20.45,8.18,W,W,evaluated
2026-09-07,2026-09-08,swing,KOTA.JK,PRE_MARKUP,218.0,216.0,212.0,220.0,0.92,-2.75,W,L,evaluated
2026-09-07,2026-09-08,swing,UCID.JK,PRE_MARKUP,510.0,510.0,510.0,515.0,0.98,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,PURI.JK,PRE_MARKUP,153.0,153.0,155.0,158.0,3.27,1.31,W,W,evaluated
2026-09-07,2026-09-08,swing,MGLV.JK,PRE_MARKUP,13500.0,14825.0,14850.0,14850.0,10.0,10.0,W,W,evaluated
2026-09-07,2026-09-08,swing,BIKE.JK,PRE_MARKUP,830.0,910.0,910.0,910.0,9.64,9.64,W,W,evaluated
2026-09-07,2026-09-08,swing,WINR.JK,PRE_MARKUP,27.0,27.0,29.0,29.0,7.41,7.41,W,W,evaluated
2026-09-07,2026-09-08,swing,CHEM.JK,PRE_MARKUP,73.0,73.0,73.0,75.0,2.74,0.0,W,L,evaluated
2026-09-07,2026-09-08,swing,TOOL.JK,PRE_MARKUP,75.0,77.0,71.0,82.0,9.33,-5.33,W,L,evaluated
2026-09-07,2026-09-08,swing,OMED.JK,PRE_MARKUP,252.0,248.0,222.0,248.0,-1.59,-11.9,L,L,evaluated
2026-09-07,2026-09-08,swing,MMIX.JK,PRE_MARKUP,805.0,805.0,810.0,810.0,0.62,0.62,W,W,evaluated
2026-09-07,2026-09-08,swing,HALO.JK,PRE_MARKUP,87.0,87.0,80.0,90.0,3.45,-8.05,W,L,evaluated
2026-09-07,2026-09-08,swing,JATI.JK,PRE_MARKUP,110.0,111.0,112.0,113.0,2.73,1.82,W,W,evaluated
2026-09-07,2026-09-08,swing,KOCI.JK,PRE_MARKUP,113.0,115.0,122.0,128.0,13.27,7.96,W,W,evaluated
2026-09-07,2026-09-08,swing,MPIX.JK,PRE_MARKUP,116.0,119.0,120.0,130.0,12.07,3.45,W,W,evaluated
2026-09-07,2026-09-08,swing,NEST.JK,PRE_MARKUP,750.0,750.0,745.0,765.0,2.0,-0.67,W,L,evaluated
2026-09-07,2026-09-08,swing,AADI.JK,PRE_MARKUP,11700.0,11725.0,11750.0,11775.0,0.64,0.43,W,W,evaluated
