signal_date,eval_date,strategy,ticker,signal,prev,open,close,high,pct_high,pct_close,wl_high,wl_close,status
2026-07-09,2026-07-13,scalping,DCII.JK,SCALPING_HIGH,198850.0,,198725.0,198750.0,-0.05,-0.06,L,L,evaluated
2026-07-10,2026-07-13,scalping,AISA.JK,SCALPING_HIGH,108.0,,110.0,114.0,5.56,1.85,W,W,evaluated
2026-07-10,2026-07-13,scalping,APLN.JK,SCALPING_HIGH,125.0,,125.0,126.0,0.8,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,ARTO.JK,SCALPING_HIGH,1135.0,,1200.0,1200.0,5.73,5.73,W,W,evaluated
2026-07-10,2026-07-13,scalping,BDMN.JK,SCALPING_HIGH,4140.0,,4150.0,4200.0,1.45,0.24,W,W,evaluated
2026-07-10,2026-07-13,scalping,BFIN.JK,SCALPING_HIGH,800.0,,785.0,800.0,0.0,-1.88,L,L,evaluated
2026-07-10,2026-07-13,scalping,BIPP.JK,SCALPING_HIGH,63.0,,70.0,78.0,23.81,11.11,W,W,evaluated
2026-07-10,2026-07-13,scalping,BKDP.JK,SCALPING_HIGH,103.0,,135.0,139.0,34.95,31.07,W,W,evaluated
2026-07-10,2026-07-13,scalping,BMSR.JK,SCALPING_HIGH,306.0,,292.0,302.0,-1.31,-4.58,L,L,evaluated
2026-07-10,2026-07-13,scalping,BPII.JK,SCALPING_HIGH,460.0,,440.0,460.0,0.0,-4.35,L,L,evaluated
2026-07-10,2026-07-13,scalping,BUVA.JK,SCALPING_HIGH,845.0,,880.0,885.0,4.73,4.14,W,W,evaluated
2026-07-10,2026-07-13,scalping,CFIN.JK,SCALPING_HIGH,332.0,,338.0,338.0,1.81,1.81,W,W,evaluated
2026-07-10,2026-07-13,scalping,DGIK.JK,SCALPING_HIGH,138.0,,138.0,142.0,2.9,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,ELSA.JK,SCALPING_HIGH,655.0,,645.0,670.0,2.29,-1.53,W,L,evaluated
2026-07-10,2026-07-13,scalping,FAST.JK,SCALPING_HIGH,284.0,,276.0,290.0,2.11,-2.82,W,L,evaluated
2026-07-10,2026-07-13,scalping,INTD.JK,SCALPING_HIGH,234.0,,234.0,246.0,5.13,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,JSPT.JK,SCALPING_HIGH,1420.0,,1330.0,1390.0,-2.11,-6.34,L,L,evaluated
2026-07-10,2026-07-13,scalping,KIJA.JK,SCALPING_HIGH,127.0,,125.0,128.0,0.79,-1.57,W,L,evaluated
2026-07-10,2026-07-13,scalping,KONI.JK,SCALPING_HIGH,2900.0,,3300.0,3340.0,15.17,13.79,W,W,evaluated
2026-07-10,2026-07-13,scalping,KPIG.JK,SCALPING_HIGH,79.0,,80.0,80.0,1.27,1.27,W,W,evaluated
2026-07-10,2026-07-13,scalping,KRAS.JK,SCALPING_HIGH,216.0,,216.0,222.0,2.78,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,MITI.JK,SCALPING_HIGH,177.0,,176.0,183.0,3.39,-0.56,W,L,evaluated
2026-07-10,2026-07-13,scalping,NRCA.JK,SCALPING_HIGH,454.0,,464.0,484.0,6.61,2.2,W,W,evaluated
2026-07-10,2026-07-13,scalping,PANS.JK,SCALPING_HIGH,1525.0,,1545.0,1550.0,1.64,1.31,W,W,evaluated
2026-07-10,2026-07-13,scalping,PGLI.JK,SCALPING_HIGH,204.0,,204.0,208.0,1.96,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,PTPP.JK,SCALPING_HIGH,195.0,,197.0,198.0,1.54,1.03,W,W,evaluated
2026-07-10,2026-07-13,scalping,RAJA.JK,SCALPING_HIGH,4290.0,,4520.0,4540.0,5.83,5.36,W,W,evaluated
2026-07-10,2026-07-13,scalping,RODA.JK,SCALPING_HIGH,59.0,,65.0,72.0,22.03,10.17,W,W,evaluated
2026-07-10,2026-07-13,scalping,RUIS.JK,SCALPING_HIGH,194.0,,194.0,206.0,6.19,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,SKBM.JK,SCALPING_HIGH,590.0,,550.0,600.0,1.69,-6.78,W,L,evaluated
2026-07-10,2026-07-13,scalping,SOCI.JK,SCALPING_HIGH,354.0,,370.0,380.0,7.34,4.52,W,W,evaluated
2026-07-10,2026-07-13,scalping,SQMI.JK,SCALPING_HIGH,53.0,,61.0,62.0,16.98,15.09,W,W,evaluated
2026-07-10,2026-07-13,scalping,WAPO.JK,SCALPING_HIGH,115.0,,114.0,121.0,5.22,-0.87,W,L,evaluated
2026-07-10,2026-07-13,scalping,WINS.JK,SCALPING_HIGH,545.0,,535.0,550.0,0.92,-1.83,W,L,evaluated
2026-07-10,2026-07-13,scalping,BOGA.JK,SCALPING_HIGH,1625.0,,1530.0,1800.0,10.77,-5.85,W,L,evaluated
2026-07-10,2026-07-13,scalping,CSIS.JK,SCALPING_HIGH,161.0,,165.0,170.0,5.59,2.48,W,W,evaluated
2026-07-10,2026-07-13,scalping,NICK.JK,SCALPING_HIGH,1040.0,,1005.0,1015.0,-2.4,-3.37,L,L,evaluated
2026-07-10,2026-07-13,scalping,IPCC.JK,SCALPING_HIGH,1205.0,,1220.0,1225.0,1.66,1.24,W,W,evaluated
2026-07-10,2026-07-13,scalping,LAND.JK,SCALPING_HIGH,63.0,,79.0,83.0,31.75,25.4,W,W,evaluated
2026-07-10,2026-07-13,scalping,CITY.JK,SCALPING_HIGH,169.0,,169.0,178.0,5.33,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,MPRO.JK,SCALPING_HIGH,9900.0,,9900.0,10875.0,9.85,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,POLA.JK,SCALPING_HIGH,61.0,,61.0,63.0,3.28,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,JAST.JK,SCALPING_HIGH,86.0,,85.0,86.0,0.0,-1.16,L,L,evaluated
2026-07-10,2026-07-13,scalping,BOLA.JK,SCALPING_HIGH,160.0,,160.0,160.0,0.0,0.0,L,L,evaluated
2026-07-10,2026-07-13,scalping,INOV.JK,SCALPING_HIGH,123.0,,121.0,126.0,2.44,-1.63,W,L,evaluated
2026-07-10,2026-07-13,scalping,SINI.JK,SCALPING_HIGH,7900.0,,7400.0,7400.0,-6.33,-6.33,L,L,evaluated
2026-07-10,2026-07-13,scalping,IKAN.JK,SCALPING_HIGH,78.0,,79.0,85.0,8.97,1.28,W,W,evaluated
2026-07-10,2026-07-13,scalping,UANG.JK,SCALPING_HIGH,2530.0,,2520.0,2560.0,1.19,-0.4,W,L,evaluated
2026-07-10,2026-07-13,scalping,PPGL.JK,SCALPING_HIGH,222.0,,210.0,230.0,3.6,-5.41,W,L,evaluated
2026-07-10,2026-07-13,scalping,HOPE.JK,SCALPING_HIGH,160.0,,163.0,185.0,15.62,1.88,W,W,evaluated
2026-07-10,2026-07-13,scalping,OILS.JK,SCALPING_HIGH,204.0,,214.0,236.0,15.69,4.9,W,W,evaluated
2026-07-10,2026-07-13,scalping,IDEA.JK,SCALPING_HIGH,63.0,,61.0,64.0,1.59,-3.17,W,L,evaluated
2026-07-10,2026-07-13,scalping,OBMD.JK,SCALPING_HIGH,175.0,,174.0,180.0,2.86,-0.57,W,L,evaluated
2026-07-10,2026-07-13,scalping,NTBK.JK,SCALPING_HIGH,106.0,,101.0,113.0,6.6,-4.72,W,L,evaluated
2026-07-10,2026-07-13,scalping,KRYA.JK,SCALPING_HIGH,59.0,,60.0,61.0,3.39,1.69,W,W,evaluated
2026-07-10,2026-07-13,scalping,KKES.JK,SCALPING_HIGH,61.0,,67.0,67.0,9.84,9.84,W,W,evaluated
2026-07-10,2026-07-13,scalping,MEDS.JK,SCALPING_HIGH,81.0,,80.0,82.0,1.23,-1.23,W,L,evaluated
2026-07-10,2026-07-13,scalping,MMIX.JK,SCALPING_HIGH,750.0,,695.0,805.0,7.33,-7.33,W,L,evaluated
2026-07-10,2026-07-13,scalping,LAJU.JK,SCALPING_HIGH,67.0,,66.0,68.0,1.49,-1.49,W,L,evaluated
2026-07-10,2026-07-13,scalping,FWCT.JK,SCALPING_HIGH,84.0,,89.0,100.0,19.05,5.95,W,W,evaluated
2026-07-10,2026-07-13,scalping,NAYZ.JK,SCALPING_HIGH,59.0,,57.0,59.0,0.0,-3.39,L,L,evaluated
2026-07-10,2026-07-13,scalping,PGEO.JK,SCALPING_HIGH,1005.0,,1045.0,1045.0,3.98,3.98,W,W,evaluated
2026-07-10,2026-07-13,scalping,PTMP.JK,SCALPING_HIGH,60.0,,61.0,65.0,8.33,1.67,W,W,evaluated
2026-07-10,2026-07-13,scalping,TYRE.JK,SCALPING_HIGH,117.0,,117.0,122.0,4.27,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,LMAX.JK,SCALPING_HIGH,112.0,,117.0,123.0,9.82,4.46,W,W,evaluated
2026-07-10,2026-07-13,scalping,KOKA.JK,SCALPING_HIGH,170.0,,173.0,192.0,12.94,1.76,W,W,evaluated
2026-07-10,2026-07-13,scalping,RGAS.JK,SCALPING_HIGH,210.0,,208.0,212.0,0.95,-0.95,W,L,evaluated
2026-07-10,2026-07-13,scalping,BAIK.JK,SCALPING_HIGH,690.0,,680.0,690.0,0.0,-1.45,L,L,evaluated
2026-07-10,2026-07-13,scalping,DATA.JK,SCALPING_HIGH,2310.0,,2390.0,2510.0,8.66,3.46,W,W,evaluated
2026-07-10,2026-07-13,scalping,ISEA.JK,SCALPING_HIGH,72.0,,75.0,79.0,9.72,4.17,W,W,evaluated
2026-07-10,2026-07-13,scalping,GUNA.JK,SCALPING_HIGH,182.0,,190.0,190.0,4.4,4.4,W,W,evaluated
2026-07-10,2026-07-13,scalping,LABS.JK,SCALPING_HIGH,148.0,,146.0,149.0,0.68,-1.35,W,L,evaluated
2026-07-10,2026-07-13,scalping,NEST.JK,SCALPING_HIGH,640.0,,620.0,640.0,0.0,-3.12,L,L,evaluated
2026-07-10,2026-07-13,scalping,VERN.JK,SCALPING_HIGH,147.0,,160.0,160.0,8.84,8.84,W,W,evaluated
2026-07-10,2026-07-13,scalping,ASPI.JK,SCALPING_HIGH,500.0,,535.0,535.0,7.0,7.0,W,W,evaluated
2026-07-10,2026-07-13,scalping,PIPA.JK,SCALPING_HIGH,124.0,,127.0,132.0,6.45,2.42,W,W,evaluated
2026-07-10,2026-07-13,scalping,SMLE.JK,SCALPING_HIGH,108.0,,127.0,138.0,27.78,17.59,W,W,evaluated
2026-07-10,2026-07-13,scalping,ACRO.JK,SCALPING_HIGH,62.0,,62.0,67.0,8.06,0.0,W,L,evaluated
2026-07-10,2026-07-13,scalping,DCII.JK,SCALPING_HIGH,198850.0,,198725.0,198750.0,-0.05,-0.06,L,L,evaluated
2026-07-10,2026-07-13,scalping,AHAP.JK,SCALPING_HIGH,95.0,,93.0,96.0,1.05,-2.11,W,L,evaluated
