date,ticker,ma20,ma50,ma200,ma_full_alignment,ma_partial_alignment,slope_ma20,golden_cross,price_vs_ma200,rsi14,macd,macd_signal,macd_histogram,roc5,roc20,high_52w,pct_from_52w_high,atr14,atr_breakout,vol_ratio_20d,vol_spike,obv_trend,atr_pct,bb_width,hist_vol_20d,supertrend_bullish,stoch_rsi_k,stoch_rsi_d,adx,adx_pos,adx_neg,squeeze_on,vwap_20d,price_vs_vwap,close,volume,trend_score,momentum_score,breakout_score,volume_score,penalty_score,news_score,foreign_score,total_score,enhanced_total_score,signal,entry_low,entry_high,tp_low,tp_high,cutloss,trade_setup_status
2026-05-19,DFAM.JK,112.5,100.68,90.65,True,True,3.049999999999997,False,19.139547710976277,47.741808323711496,5.486388204479113,5.3923250847240025,0.09406311975511006,-12.903225806451612,0.0,157.0,-31.210191082802545,11.689817325140494,False,1.6423984171729402,False,True,10.823904930685641,38.762078961687635,143.1364302661546,True,32.95426952761751,44.79778097332666,36.56661376499676,26.097536038348895,18.640648322340635,False,118.85700264881224,-9.134508196283155,108.0,56439100,10.0,8.0,0.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,103,107,113,117,99,active
2026-05-19,BPTR.JK,85.25,82.88,90.38,False,True,-0.6500000000000057,False,-8.165523345872975,47.93404008976062,0.5894323616522286,0.45183687429227226,0.1375954873599563,1.2195121951219523,-3.488372093023251,110.0,-24.545454545454547,7.988799714666117,False,1.9763099258115298,False,True,9.625059897188093,18.104081286308713,96.92678134300253,True,40.99624214848609,38.05568148985235,39.40459184481552,40.302160521032775,13.90298944515318,False,94.11384783991967,-11.80894001786375,83.0,30764100,8.0,10.0,0.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,83,82,89,94,78,low_rr
2026-05-19,LUCK.JK,113.25,105.84,107.78,False,True,2.0,False,9.482278715902764,56.585922977155505,1.796158519863667,2.0236798985712507,-0.22752137870758382,6.3063063063063085,11.32075471698113,186.0,-36.55913978494624,7.702570923076734,False,1.7743018854427344,False,True,6.527602477183672,29.037215782406868,132.15749117071692,True,18.493211750101366,11.281592643850265,30.65537524300685,27.592584698895635,15.551438103431176,False,123.56034530888151,-4.500105025590141,118.0,35964700,10.0,8.0,0.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,113,117,124,128,109,active
2026-05-19,UVCR.JK,212.3,164.92,125.575,True,True,15.75,False,73.60143340633087,62.70252811093527,17.926496259966257,19.787389839487492,-1.8608935795212354,-3.539823008849563,28.99408284023668,236.0,-7.627118644067797,11.064515873352619,False,1.5136265666864073,False,True,5.075465996950743,36.98410704152521,56.40741478321984,True,9.672685164349076,23.814909679344158,43.983416878867445,24.93662732073385,16.128918713308778,False,217.4536846071937,0.25123298958725454,218.0,68752400,10.0,6.0,2.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,212,216,226,232,206,active
2026-05-19,ELPI.JK,1732.457293701172,1700.1635961914062,962.0477131652832,True,True,-23.75,False,59.03577120578224,43.86193222365254,-3.7007032666692794,-8.787351521348858,5.086648254679579,-6.134969325153373,-19.895287958115183,2603.849409367488,-41.24084155958702,184.13078747203213,False,1.5317440624280472,False,True,12.034691991636087,49.20875177311769,181.17168004585065,True,69.63158521603235,86.61353217687221,15.351050769489632,30.20800555821538,39.311223983225595,False,1814.0838649292843,-15.659908035197608,1530.0,4230700,10.0,8.0,0.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,1455,1515,1595,1650,1405,active
2026-05-19,ASPI.JK,441.85,377.72,548.475,False,True,6.800000000000011,False,-21.23615479283468,48.71591639451843,26.378317279785676,24.117006440826685,2.261310838958991,-16.11650485436893,-4.0000000000000036,1385.0,-68.8086642599278,45.988044643403455,False,1.4592736921465148,False,True,10.64538070449154,48.83192314003335,107.14372463882793,True,63.906487722065265,84.83624051129878,30.406832081113997,28.259998082176303,22.39529256121848,False,467.198531979543,-7.533956031583644,432.0,1490400,10.0,8.0,0.0,8.0,0.0,5.0,5.0,5.7,5.7,WATCH,410,428,452,466,396,active
2026-05-19,AUTO.JK,2606.789099121094,2531.6101806640627,2379.9057495117186,True,True,16.19637451171866,False,8.407654400991907,50.567103144767465,18.451910524515824,23.815373141316215,-5.3634626168003905,0.0,1.1029432868789213,2758.2545499702637,-6.462585187149802,68.32103231394639,False,1.148103779245388,False,True,2.6481020276723406,4.165371811177581,23.131701855492317,True,23.79800871810248,20.630915007284415,16.34414045146975,15.461055316557983,23.662445176292472,True,2612.2736392380984,-1.2354616588908136,2580.0,2784100,10.0,7.0,2.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,2530,2550,2620,2660,2490,active
2026-05-19,MORA.JK,5975.75,5419.5,5030.75,True,True,240.0,False,18.27262336629727,49.05661421416153,388.956816268721,353.4285770824305,35.528239186290534,-22.22222222222222,5.777777777777771,16725.0,-64.42451420029896,784.2733937801819,False,0.7595564016559393,False,True,13.181065441683728,77.3801231935815,151.2002622116222,False,31.942678457795992,37.56411799385175,29.68439471462373,38.98672856843465,25.98984446253672,False,6576.31819921635,-9.523842676757695,5950.0,1256800,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,5650,5900,6200,6425,5450,active
2026-05-19,MCOL.JK,4004.5,3996.4,3770.2721240234373,True,True,-34.0,False,6.888836334163452,53.43202465207599,1.0307448774115073,1.4248290932071763,-0.394084215795669,2.0253164556962133,-3.125,4945.064928608556,-18.50460897519575,102.27937819184015,False,5.2068897248069685,True,True,2.537949831063031,6.2736666055818375,21.07833686232652,True,96.49289924673573,86.63845640290675,23.525570029677308,25.44871537219422,14.35651976218423,False,4037.957170197321,-0.19705930157085053,4030.0,263000,10.0,6.0,0.0,10.0,0.0,5.0,5.0,5.5,5.5,WATCH,4000,3990,4080,4140,3950,active
2026-05-19,GULA.JK,387.8,346.0,343.92,True,True,24.400000000000034,False,19.795301232844842,62.4424004277896,22.49547981242779,20.894819601779975,1.6006602106478134,-4.1860465116279055,24.84848484848485,550.0,-25.09090909090909,21.836512644216004,False,0.9528620007921509,False,True,5.300124428207767,32.87039931896581,53.59308622740257,True,61.72758827849948,75.60230058169427,26.2664463370704,25.712646313752774,19.962947269397365,False,385.9029136804004,6.7626041147781715,412.0,28448100,10.0,9.0,0.0,5.0,0.0,5.0,5.0,5.5,5.5,WATCH,392,408,430,444,378,active
